
# Surface 0 of 1 surfaces

# Curve title: ""landscape.tsv" matrix using 1:2:3"

# Contour 0, label:   0.0025
 111.83  113  0.002 
 112  113.056  0.002 
 113  113.546  0.002 
 113.683  114  0.002 
 114  114.252  0.002 
 114.755  115  0.002 
 115  115.307  0.002 
 115.471  116  0.002 
 115.968  117  0.002 
 116  117.098  0.002 
 116.269  118  0.002 
 116.418  119  0.002 
 116.423  120  0.002 
 116.285  121  0.002 
 116.001  122  0.002 
 116  122.002  0.002 
 115.525  123  0.002 
 115  123.802  0.002 
 114.848  124  0.002 
 114  124.877  0.002 
 113.852  125  0.002 
 113  125.599  0.002 
 112.228  126  0.002 
 112  126.106  0.002 
 111  126.421  0.002 
 110  126.587  0.002 
 109  126.609  0.002 
 108  126.486  0.002 
 107  126.214  0.002 


# Contour 2, label:   0.0015
 17  24.0669  0.0015 
 16.8098  24  0.0015 
 16  23.6729  0.0015 
 15  23.0925  0.0015 
 14.8757  23  0.0015 
 14  22.2108  0.0015 
 13.8067  22  0.0015 
 13.0886  21  0.0015 
 13  20.8306  0.0015 
 12.6168  20  0.0015 
 12.3212  19  0.0015 
 12.1835  18  0.0015 
 12.1995  17  0.0015 
 12.3699  16  0.0015 
 12.7003  15  0.0015 
 13  14.3908  0.0015 
 13.2241  14  0.0015 
 13.9903  13  0.0015 
 14  12.9897  0.0015 
 15  12.1247  0.0015 
 15.1908  12  0.0015 
 16  11.5398  0.0015 
 17  11.1505  0.0015 
 17.6722  11  0.0015 
 18  10.9321  0.0015 
 19  10.8705  0.0015 
 20  10.9548  0.0015 
 20.1962  11  0.0015 
 21  11.2002  0.0015 
 22  11.6182  0.0015 
 22.6389  12  0.0015 
 23  12.2485  0.0015 
 23.8324  13  0.0015 
 24  13.1858  0.0015 
 24.5997  14  0.0015 
 25  14.7309  0.0015 
 25.1268  15  0.0015 
 25.4466  16  0.0015 
 25.6091  17  0.0015 
 25.6197  18  0.0015 
 25.4791  19  0.0015 
 25.1838  20  0.0015 
 25  20.4048  0.0015 
 24.6955  21  0.0015 
 24  21.9884  0.0015 
 23.9903  22  0.0015 
 23  22.9322  0.0015 
 22.9084  23  0.0015 
 22  23.5608  0.0015 
 21.0021  24  0.0015 
 21  24.0008  0.0015 
 20  24.2396  0.0015 
 19  24.3297  0.0015 
 18  24.2725  0.0015 
 17  24.0669  0.0015 

 108  28.0084  0.0015 
 107.962  28  0.0015 
 107  27.7803  0.0015 
 106  27.4378  0.0015 
 105.058  27  0.0015 
 105  26.9713  0.0015 
 104  26.3484  0.0015 
 103.54  26  0.0015 
 103  25.5425  0.0015 
 102.451  25  0.0015 
 102  24.4839  0.0015 
 101.624  24  0.0015 
 101  23.0311  0.0015 
 100.982  23  0.0015 
 100.498  22  0.0015 
 100.137  21  0.0015 
 100  20.4534  0.0015 
 99.8902  20  0.0015 
 99.7511  19  0.0015 
 99.7139  18  0.0015 
 99.7784  17  0.0015 
 99.9469  16  0.0015 
 100  15.8034  0.0015 
 100.229  15  0.0015 
 100.633  14  0.0015 
 101  13.3048  0.0015 
 101.177  13  0.0015 
 101.893  12  0.0015 
 102  11.8718  0.0015 
 102.842  11  0.0015 
 103  10.856  0.0015 
 104  10.0908  0.0015 
 104.147  10  0.0015 
 105  9.50967  0.0015 
 106  9.07371  0.0015 
 106.232  9  0.0015 
 107  8.76388  0.0015 
 108  8.56779  0.0015 
 109  8.4779  0.0015 
 110  8.49066  0.0015 
 111  8.60614  0.0015 
 112  8.82792  0.0015 
 112.522  9  0.0015 
 113  9.16361  0.0015 
 114  9.62495  0.0015 
 114.635  10  0.0015 
 115  10.2338  0.0015 
 115.976  11  0.0015 
 116  11.0215  0.0015 
 116.947  12  0.0015 
 117  12.0643  0.0015 
 117.687  13  0.0015 
 118  13.5279  0.0015 
 118.259  14  0.0015 
 118.688  15  0.0015 
 118.995  16  0.0015 
 119  16.0256  0.0015 
 119.191  17  0.0015 
 119.282  18  0.0015 
 119.27  19  0.0015 
 119.157  20  0.0015 
 119  20.7152  0.0015 
 118.936  21  0.0015 
 118.602  22  0.0015 
 118.142  23  0.0015 
 118  23.245  0.0015 
 117.529  24  0.0015 
 117  24.6865  0.0015 
 116.73  25  0.0015 
 116  25.719  0.0015 
 115.667  26  0.0015 
 115  26.4964  0.0015 
 114.168  27  0.0015 
 114  27.0926  0.0015 
 113  27.5329  0.0015 
 112  27.8489  0.0015 
 111.253  28  0.0015 
 111  28.0492  0.0015 
 110  28.1399  0.0015 
 109  28.1263  0.0015 
 108  28.0084  0.0015 

 69  52.2153  0.0015 
 68.3389  52  0.0015 
 68  51.8604  0.0015 
 67  51.1411  0.0015 
 66.8616  51  0.0015 
 66.1802  50  0.0015 
 66  49.5096  0.0015 
 65.853  49  0.0015 
 65.816  48  0.0015 
 66  47.1589  0.0015 
 66.0455  47  0.0015 
 66.6688  46  0.0015 
 67  45.655  0.0015 
 67.9416  45  0.0015 
 68  44.9691  0.0015 
 69  44.6917  0.0015 
 70  44.663  0.0015 
 71  44.8798  0.0015 
 71.2615  45  0.0015 
 72  45.4446  0.0015 
 72.6005  46  0.0015 
 73  46.5552  0.0015 
 73.2423  47  0.0015 
 73.5167  48  0.0015 
 73.5244  49  0.0015 
 73.2657  50  0.0015 
 73  50.502  0.0015 
 72.6463  51  0.0015 
 72  51.5957  0.0015 
 71.2907  52  0.0015 
 71  52.1248  0.0015 
 70  52.2966  0.0015 
 69  52.2153  0.0015 

 27  126.122  0.0015 
 26.7071  126  0.0015 
 26  125.666  0.0015 
 25.0267  125  0.0015 
 25  124.978  0.0015 
 24.0933  124  0.0015 
 24  123.867  0.0015 
 23.4975  123  0.0015 
 23.1122  122  0.0015 
 23  121.446  0.0015 
 22.9209  121  0.0015 
 22.9017  120  0.0015 
 23  119.304  0.0015 
 23.0475  119  0.0015 
 23.3871  118  0.0015 
 23.9198  117  0.0015 
 24  116.89  0.0015 
 24.7699  116  0.0015 
 25  115.791  0.0015 
 26  115.081  0.0015 
 26.1587  115  0.0015 
 27  114.642  0.0015 
 28  114.389  0.0015 
 29  114.305  0.0015 
 30  114.389  0.0015 
 31  114.642  0.0015 
 31.8413  115  0.0015 
 32  115.081  0.0015 
 33  115.791  0.0015 
 33.2301  116  0.0015 
 34  116.89  0.0015 
 34.0802  117  0.0015 
 34.6129  118  0.0015 
 34.9525  119  0.0015 
 35  119.304  0.0015 
 35.0983  120  0.0015 
 35.0791  121  0.0015 
 35  121.446  0.0015 
 34.8878  122  0.0015 
 34.5025  123  0.0015 
 34  123.867  0.0015 
 33.9067  124  0.0015 
 33  124.978  0.0015 
 32.9733  125  0.0015 
 32  125.666  0.0015 
 31.2929  126  0.0015 
 31  126.122  0.0015 
 30  126.37  0.0015 
 29  126.451  0.0015 
 28  126.37  0.0015 
 27  126.122  0.0015 

 107  129.157  0.0015 
 106.497  129  0.0015 
 106  128.84  0.0015 
 105  128.397  0.0015 
 104.315  128  0.0015 
 104  127.803  0.0015 
 103  127.026  0.0015 
 102.972  127  0.0015 
 102.011  126  0.0015 
 102  125.986  0.0015 
 101.292  125  0.0015 
 101  124.495  0.0015 
 100.741  124  0.0015 
 100.335  123  0.0015 
 100.05  122  0.0015 
 100  121.713  0.0015 
 99.8807  121  0.0015 
 99.8175  120  0.0015 
 99.8573  119  0.0015 
 100  118.006  0.0015 
 100.001  118  0.0015 
 100.256  117  0.0015 
 100.627  116  0.0015 
 101  115.242  0.0015 
 101.128  115  0.0015 
 101.789  114  0.0015 
 102  113.733  0.0015 
 102.652  113  0.0015 
 103  112.663  0.0015 
 103.797  112  0.0015 
 104  111.849  0.0015 
 105  111.23  0.0015 
 105.471  111  0.0015 
 106  110.759  0.0015 
 107  110.418  0.0015 
 108  110.19  0.0015 
 109  110.07  0.0015 
 110  110.055  0.0015 
 111  110.144  0.0015 
 112  110.341  0.0015 
 113  110.651  0.0015 
 113.814  111  0.0015 
 114  111.087  0.0015 
 115  111.677  0.0015 
 115.449  112  0.0015 
 116  112.451  0.0015 
 116.574  113  0.0015 
 117  113.481  0.0015 
 117.411  114  0.0015 
 118  114.918  0.0015 
 118.049  115  0.0015 
 118.524  116  0.0015 
 118.87  117  0.0015 
 119  117.564  0.0015 
 119.098  118  0.0015 
 119.218  119  0.0015 
 119.232  120  0.0015 
 119.143  121  0.0015 
 119  121.739  0.0015 
 118.948  122  0.0015 
 118.64  123  0.0015 
 118.209  124  0.0015 
 118  124.381  0.0015 
 117.632  125  0.0015 
 117  125.859  0.0015 
 116.884  126  0.0015 
 116  126.91  0.0015 
 115.898  127  0.0015 
 115  127.703  0.0015 
 114.533  128  0.0015 
 114  128.313  0.0015 
 113  128.774  0.0015 
 112.334  129  0.0015 
 112  129.109  0.0015 
 111  129.329  0.0015 
 110  129.442  0.0015 
 109  129.452  0.0015 
 108  129.358  0.0015 
 107  129.157  0.0015 


# Contour 3, label:    0.001
 16  26.3643  0.001 
 15.0342  26  0.001 
 15  25.9859  0.001 
 14  25.4541  0.001 
 13.3165  25  0.001 
 13  24.7612  0.001 
 12.1461  24  0.001 
 12  23.8467  0.001 
 11.2854  23  0.001 
 11  22.5854  0.001 
 10.6288  22  0.001 
 10.132  21  0.001 
 10  20.6428  0.001 
 9.77111  20  0.001 
 9.53024  19  0.001 
 9.39931  18  0.001 
 9.37446  17  0.001 
 9.45511  16  0.001 
 9.64394  15  0.001 
 9.94702  14  0.001 
 10  13.8699  0.001 
 10.382  13  0.001 
 10.9591  12  0.001 
 11  11.9405  0.001 
 11.7289  11  0.001 
 12  10.702  0.001 
 12.7488  10  0.001 
 13  9.78951  0.001 
 14  9.09966  0.001 
 14.1818  9  0.001 
 15  8.57705  0.001 
 16  8.19452  0.001 
 16.743  8  0.001 
 17  7.93346  0.001 
 18  7.78253  0.001 
 19  7.73911  0.001 
 20  7.80152  0.001 
 21  7.97247  0.001 
 21.0987  8  0.001 
 22  8.25458  0.001 
 23  8.66231  0.001 
 23.6242  9  0.001 
 24  9.21595  0.001 
 25  9.94429  0.001 
 25.064  10  0.001 
 26  10.9139  0.001 
 26.0754  11  0.001 
 26.8321  12  0.001 
 27  12.2707  0.001 
 27.4059  13  0.001 
 27.8333  14  0.001 
 28  14.5408  0.001 
 28.1326  15  0.001 
 28.3151  16  0.001 
 28.3898  17  0.001 
 28.3594  18  0.001 
 28.2234  19  0.001 
 28  19.911  0.001 
 27.9776  20  0.001 
 27.609  21  0.001 
 27.1112  22  0.001 
 27  22.1784  0.001 
 26.4462  23  0.001 
 26  23.5421  0.001 
 25.577  24  0.001 
 25  24.532  0.001 
 24.4055  25  0.001 
 24  25.2817  0.001 
 23  25.8507  0.001 
 22.6632  26  0.001 
 22  26.27  0.001 
 21  26.5623  0.001 
 20  26.7414  0.001 
 19  26.8109  0.001 
 18  26.7721  0.001 
 17  26.6243  0.001 
 16  26.3643  0.001 

 108  30.5085  0.001 
 107  30.3097  0.001 
 106  30.02  0.001 

 106  30.02  0.001 
 105.947  30  0.001 
 105  29.6407  0.001 
 104  29.1557  0.001 
 103.733  29  0.001 
 103  28.554  0.001 
 102.236  28  0.001 
 102  27.816  0.001 
 101.09  27  0.001 
 101  26.9108  0.001 
 100.176  26  0.001 
 100  25.7777  0.001 
 99.4301  25  0.001 
 99  24.3068  0.001 
 98.8188  24  0.001 
 98.3232  23  0.001 
 98  22.1808  0.001 
 97.9296  22  0.001 
 97.6254  21  0.001 
 97.4089  20  0.001 
 97.2752  19  0.001 
 97.2213  18  0.001 
 97.2465  17  0.001 
 97.3519  16  0.001 
 97.541  15  0.001 
 97.8196  14  0.001 
 98  13.5073  0.001 
 98.1926  13  0.001 
 98.67  12  0.001 
 99  11.4317  0.001 
 99.2698  11  0.001 
 100  10.0137  0.001 
 100.011  10  0.001 
 100.937  9  0.001 
 101  8.93816  0.001 
 102  8.08418  0.001 
 102.116  8  0.001 
 103  7.39347  0.001 
 103.706  7  0.001 
 104  6.84048  0.001 
 105  6.39836  0.001 
 106  6.06406  0.001 
 106.262  6  0.001 
 107  5.81443  0.001 
 108  5.65156  0.001 
 109  5.57294  0.001 
 110  5.57548  0.001 
 111  5.659  0.001 
 112  5.82607  0.001 
 112.687  6  0.001 
 113  6.07783  0.001 
 114  6.41291  0.001 
 115  6.85257  0.001 
 115.276  7  0.001 
 116  7.39786  0.001 
 116.897  8  0.001 
 117  8.07371  0.001 
 118  8.90052  0.001 
 118.106  9  0.001 
 119  9.92765  0.001 
 119.063  10  0.001 
 119.837  11  0.001 
 120  11.2462  0.001 
 120.47  12  0.001 
 120.976  13  0.001 
 121  13.0585  0.001 
 121.384  14  0.001 
 121.693  15  0.001 
 121.911  16  0.001 
 122  16.6592  0.001 
 122.048  17  0.001 
 122.106  18  0.001 
 122.082  19  0.001 
 122  19.7767  0.001 
 121.977  20  0.001 
 121.796  21  0.001 
 121.527  22  0.001 
 121.161  23  0.001 
 121  23.349  0.001 
 120.697  24  0.001 
 120.117  25  0.001 
 120  25.1707  0.001 
 119.403  26  0.001 
 119  26.4768  0.001 
 118.519  27  0.001 
 118  27.4968  0.001 
 117.407  28  0.001 
 117  28.3142  0.001 
 116  28.9729  0.001 
 115.952  29  0.001 
 115  29.5036  0.001 
 114  29.9191  0.001 
 113.75  30  0.001 
 113  30.2377  0.001 
 112  30.4629  0.001 
 111  30.5995  0.001 
 110  30.6518  0.001 
 109  30.6216  0.001 
 108  30.5085  0.001 

 68  55.3398  0.001 
 67.1444  55  0.001 
 67  54.9382  0.001 
 66  54.3561  0.001 
 65.5161  54  0.001 
 65  53.5656  0.001 
 64.4426  53  0.001 
 64  52.4563  0.001 
 63.6785  52  0.001 
 63.1347  51  0.001 
 63  50.6459  0.001 
 62.7778  50  0.001 
 62.5813  49  0.001 
 62.532  48  0.001 
 62.6309  47  0.001 
 62.8819  46  0.001 
 63  45.7051  0.001 
 63.3211  45  0.001 
 63.9588  44  0.001 
 64  43.9485  0.001 
 64.9106  43  0.001 
 65  42.922  0.001 
 66  42.2245  0.001 
 66.4348  42  0.001 
 67  41.7389  0.001 
 68  41.4274  0.001 
 69  41.261  0.001 
 70  41.2332  0.001 
 71  41.3426  0.001 
 72  41.5921  0.001 
 73  41.9893  0.001 
 73.0201  42  0.001 
 74  42.5927  0.001 
 74.524  43  0.001 
 75  43.4411  0.001 
 75.5022  44  0.001 
 76  44.704  0.001 
 76.1836  45  0.001 
 76.6436  46  0.001 
 76.9399  47  0.001 
 77  47.4115  0.001 
 77.0805  48  0.001 
 77.081  49  0.001 
 77  49.606  0.001 
 76.944  50  0.001 
 76.659  51  0.001 
 76.2233  52  0.001 
 76  52.3841  0.001 
 75.5888  53  0.001 
 75  53.6983  0.001 
 74.688  54  0.001 
 74  54.5594  0.001 
 73.2687  55  0.001 
 73  55.1428  0.001 
 72  55.5023  0.001 
 71  55.6877  0.001 
 70  55.7159  0.001 
 69  55.598  0.001 
 68  55.3398  0.001 

 77  84.0472  0.001 
 76.9308  84  0.001 
 76  83.2386  0.001 
 75.7784  83  0.001 
 75.0588  82  0.001 
 75  81.8842  0.001 
 74.6309  81  0.001 
 74.388  80  0.001 
 74.3133  79  0.001 
 74.4025  78  0.001 
 74.6544  77  0.001 
 75  76.1665  0.001 
 75.0851  76  0.001 
 75.7904  75  0.001 
 76  74.7646  0.001 
 76.9285  74  0.001 
 77  73.95  0.001 
 78  73.4913  0.001 
 79  73.2699  0.001 
 80  73.2634  0.001 
 81  73.4593  0.001 
 82  73.8539  0.001 
 82.2488  74  0.001 
 83  74.5123  0.001 
 83.5373  75  0.001 
 84  75.5236  0.001 
 84.343  76  0.001 
 84.8706  77  0.001 
 85  77.3866  0.001 
 85.1793  78  0.001 
 85.305  79  0.001 
 85.2632  80  0.001 
 85.0501  81  0.001 
 85  81.1303  0.001 
 84.6095  82  0.001 
 84  82.9095  0.001 
 83.9241  83  0.001 
 83  83.8356  0.001 
 82.7478  84  0.001 
 82  84.4007  0.001 
 81  84.7287  0.001 
 80  84.8561  0.001 
 79  84.7878  0.001 
 78  84.5213  0.001 
 77  84.0472  0.001 

 26  129.121  0.001 
 25.7037  129  0.001 
 25  128.698  0.001 
 24  128.12  0.001 
 23.8321  128  0.001 
 23  127.342  0.001 
 22.6437  127  0.001 
 22  126.286  0.001 
 21.7777  126  0.001 
 21.1343  125  0.001 
 21  124.735  0.001 
 20.6624  124  0.001 
 20.3307  123  0.001 
 20.1226  122  0.001 
 20.0316  121  0.001 
 20.0548  120  0.001 
 20.1929  119  0.001 
 20.4498  118  0.001 
 20.8336  117  0.001 
 21  116.676  0.001 
 21.3724  116  0.001 
 22  115.112  0.001 
 22.0878  115  0.001 
 23  114.05  0.001 
 23.0561  114  0.001 
 24  113.279  0.001 
 24.4492  113  0.001 
 25  112.697  0.001 
 26  112.272  0.001 
 26.9095  112  0.001 
 27  111.975  0.001 
 28  111.809  0.001 
 29  111.754  0.001 
 30  111.809  0.001 
 31  111.975  0.001 
 31.0905  112  0.001 
 32  112.272  0.001 
 33  112.697  0.001 
 33.5508  113  0.001 
 34  113.279  0.001 
 34.9439  114  0.001 
 35  114.05  0.001 
 35.9122  115  0.001 
 36  115.112  0.001 
 36.6276  116  0.001 
 37  116.676  0.001 
 37.1664  117  0.001 
 37.5502  118  0.001 
 37.8071  119  0.001 
 37.9452  120  0.001 
 37.9684  121  0.001 
 37.8774  122  0.001 
 37.6693  123  0.001 
 37.3376  124  0.001 
 37  124.735  0.001 
 36.8657  125  0.001 
 36.2223  126  0.001 
 36  126.286  0.001 
 35.3563  127  0.001 
 35  127.342  0.001 
 34.1679  128  0.001 
 34  128.12  0.001 
 33  128.698  0.001 
 32.2963  129  0.001 
 32  129.121  0.001 
 31  129.411  0.001 
 30  129.58  0.001 
 29  129.635  0.001 
 28  129.58  0.001 
 27  129.411  0.001 
 26  129.121  0.001 

 109  132.349  0.001 
 108  132.265  0.001 
 107  132.097  0.001 

 107  132.097  0.001 
 106.621  132  0.001 
 106  131.845  0.001 
 105  131.503  0.001 
 104  131.05  0.001 
 103.908  131  0.001 
 103  130.489  0.001 
 102.293  130  0.001 
 102  129.786  0.001 
 101.091  129  0.001 
 101  128.914  0.001 
 100.155  128  0.001 
 100  127.81  0.001 
 99.4035  127  0.001 
 99  126.35  0.001 
 98.7978  126  0.001 
 98.3154  125  0.001 
 98  124.163  0.001 
 97.9405  124  0.001 
 97.6591  123  0.001 
 97.4683  122  0.001 
 97.3625  121  0.001 
 97.3385  120  0.001 
 97.3952  119  0.001 
 97.5337  118  0.001 
 97.7573  117  0.001 
 98  116.224  0.001 
 98.0704  116  0.001 
 98.4761  115  0.001 
 98.9894  114  0.001 
 99  113.983  0.001 
 99.624  113  0.001 
 100  112.499  0.001 
 100.405  112  0.001 
 101  111.358  0.001 
 101.37  111  0.001 
 102  110.45  0.001 
 102.593  110  0.001 
 103  109.714  0.001 
 104  109.116  0.001 
 104.235  109  0.001 
 105  108.636  0.001 
 106  108.259  0.001 
 106.918  108  0.001 
 107  107.977  0.001 
 108  107.779  0.001 
 109  107.667  0.001 
 110  107.636  0.001 
 111  107.687  0.001 
 112  107.821  0.001 
 112.813  108  0.001 
 113  108.042  0.001 
 114  108.351  0.001 
 115  108.759  0.001 
 115.478  109  0.001 
 116  109.28  0.001 
 117  109.926  0.001 
 117.1  110  0.001 
 118  110.731  0.001 
 118.293  111  0.001 
 119  111.738  0.001 
 119.23  112  0.001 
 119.98  113  0.001 
 120  113.031  0.001 
 120.589  114  0.001 
 121  114.853  0.001 
 121.07  115  0.001 
 121.452  116  0.001 
 121.732  117  0.001 
 121.922  118  0.001 
 122  118.732  0.001 
 122.03  119  0.001 
 122.057  120  0.001 
 122.001  121  0.001 
 122  121.01  0.001 
 121.868  122  0.001 
 121.65  123  0.001 
 121.34  124  0.001 
 121  124.832  0.001 
 120.93  125  0.001 
 120.42  126  0.001 
 120  126.673  0.001 
 119.783  127  0.001 
 119.002  128  0.001 
 119  128.002  0.001 
 118.035  129  0.001 
 118  129.033  0.001 
 117  129.862  0.001 
 116.806  130  0.001 
 116  130.538  0.001 
 115.155  131  0.001 
 115  131.082  0.001 
 114  131.522  0.001 
 113  131.857  0.001 
 112.415  132  0.001 
 112  132.104  0.001 
 111  132.269  0.001 
 110  132.35  0.001 
 109  132.349  0.001 


# Contour 4, label:   0.0005
 20  29.0034  0.0005 
 19  29.0614  0.0005 
 18  29.0348  0.0005 

 18  29.0348  0.0005 
 17.686  29  0.0005 
 17  28.9234  0.0005 
 16  28.7252  0.0005 
 15  28.4357  0.0005 
 14  28.0487  0.0005 
 13.8968  28  0.0005 
 13  27.5506  0.0005 
 12.1005  27  0.0005 
 12  26.9329  0.0005 
 11  26.1647  0.0005 
 10.8097  26  0.0005 
 10  25.2098  0.0005 
 9.80339  25  0.0005 
 9  24.0056  0.0005 
 8.99576  24  0.0005 
 8.34  23  0.0005 
 8  22.3617  0.0005 
 7.81044  22  0.0005 
 7.38862  21  0.0005 
 7.06812  20  0.0005 
 7  19.7041  0.0005 
 6.83252  19  0.0005 
 6.6819  18  0.0005 
 6.6145  17  0.0005 
 6.62844  16  0.0005 
 6.72434  15  0.0005 
 6.90531  14  0.0005 
 7  13.6391  0.0005 
 7.17048  13  0.0005 
 7.52802  12  0.0005 
 7.99338  11  0.0005 
 8  10.9878  0.0005 
 8.57053  10  0.0005 
 9  9.37943  0.0005 
 9.28878  9  0.0005 
 10  8.18057  0.0005 
 10.1779  8  0.0005 
 11  7.23761  0.0005 
 11.3012  7  0.0005 
 12  6.4774  0.0005 
 12.7803  6  0.0005 
 13  5.86827  0.0005 
 14  5.37368  0.0005 
 14.9942  5  0.0005 
 15  4.99778  0.0005 
 16  4.70092  0.0005 
 17  4.50001  0.0005 
 18  4.3863  0.0005 
 19  4.35502  0.0005 
 20  4.40492  0.0005 
 21  4.5382  0.0005 
 22  4.7607  0.0005 
 22.7519  5  0.0005 
 23  5.07628  0.0005 
 24  5.47949  0.0005 
 24.9856  6  0.0005 
 25  6.00767  0.0005 
 26  6.65  0.0005 
 26.4485  7  0.0005 
 27  7.45504  0.0005 
 27.5637  8  0.0005 
 28  8.46292  0.0005 
 28.4468  9  0.0005 
 29  9.7618  0.0005 
 29.1575  10  0.0005 
 29.7295  11  0.0005 
 30  11.5801  0.0005 
 30.1853  12  0.0005 
 30.5393  13  0.0005 
 30.7973  14  0.0005 
 30.9674  15  0.0005 
 31  15.3636  0.0005 
 31.0571  16  0.0005 
 31.0654  17  0.0005 
 31  17.8815  0.0005 
 30.9917  18  0.0005 
 30.8395  19  0.0005 
 30.6023  20  0.0005 
 30.2733  21  0.0005 
 30  21.6411  0.0005 
 29.8463  22  0.0005 
 29.3131  23  0.0005 
 29  23.4847  0.0005 
 28.6524  24  0.0005 
 28  24.8149  0.0005 
 27.8404  25  0.0005 
 27  25.8464  0.0005 
 26.8301  26  0.0005 
 26  26.671  0.0005 
 25.5297  27  0.0005 
 25  27.3406  0.0005 
